,timestamp,attention,meditation,theta,delta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,poor_signal,blink_strength,IBI,BPM,CVNN,SDNN,RMSSD,SDNN_over_RMSSD,pNN10,pNN20,pNN30,pNN40,pNN50,LF,HF,LF_over_HF,stimu_num
1510,2023-09-19_14:41:04.750224,27,48,29260,620669,7738,18862,4676,3191,1268,2954,0,0,714,76,0.08602545,67.4726282,90.26168852,0.747522335,0.9,0.9,0.7,0.633333333,0.466666667,128.0158688,146.1679761,0.875813377,20
1511,2023-09-19_14:41:05.768840,16,41,58080,357265,15581,1702,4518,3921,2361,1216,0,0,790,75,0.072966315,57.70176196,57.1109024,1.010345828,0.9,0.9,0.7,0.633333333,0.466666667,127.2072135,134.1528971,0.948225616,20
1512,2023-09-19_14:41:06.788392,14,27,74328,110055,10185,25625,7371,14580,10696,2152,0,0,748,75,0.059041483,46.23341745,51.06317926,0.90541596,0.9,0.9,0.7,0.633333333,0.433333333,126.5301424,134.4731606,0.940932315,20
1513,2023-09-19_14:41:07.800183,27,57,19924,10594,91850,20573,2974,3710,7504,2878,0,0,816,74,0.059830595,46.92713027,53.31752639,0.88014455,0.9,0.9,0.666666667,0.6,0.4,128.3571786,147.1940514,0.872026942,20
1514,2023-09-19_14:41:08.816523,50,61,18568,15719,13968,4112,5933,17110,4095,1561,0,0,800,74,0.059547964,46.78485035,52.6510962,0.888582645,0.9,0.866666667,0.666666667,0.6,0.4,129.598412,144.2428613,0.898473663,20
1515,2023-09-19_14:41:09.830822,48,74,13533,3738,27908,9112,10545,5631,4289,1404,0,0,812,74,0.059625805,46.8539575,52.69299502,0.889187595,0.9,0.833333333,0.633333333,0.566666667,0.4,128.6315796,134.2896805,0.957866451,20
1516,2023-09-19_14:41:10.844522,29,67,53863,72557,10842,10926,5063,5047,3579,2166,0,0,810,75,0.059725112,46.9439382,51.99734741,0.902814096,0.9,0.833333333,0.633333333,0.566666667,0.4,127.8035705,132.965064,0.961181581,20
1517,2023-09-19_14:41:11.854897,43,41,146049,1457780,25128,20202,27837,20477,15152,6826,0,0,752,76,0.0568555,44.851409,51.70473199,0.867452693,0.9,0.8,0.6,0.533333333,0.366666667,129.8950902,145.7224921,0.891386692,20
1518,2023-09-19_14:41:12.877001,35,48,17051,18656,29402,15509,23665,14190,5973,1530,0,0,708,76,0.058650272,46.21250432,50.61007123,0.913108857,0.9,0.8,0.633333333,0.566666667,0.366666667,129.811601,136.3843228,0.951807351,20
1519,2023-09-19_14:41:13.899677,41,44,19078,9733,12859,20220,6255,10910,3577,2909,0,0,776,76,0.058594687,46.1062059,51.97081409,0.887155737,0.9,0.8,0.633333333,0.566666667,0.366666667,128.4346602,132.1171841,0.972126836,20
1520,2023-09-19_14:41:14.913223,54,57,12478,15050,13458,25029,4719,12527,10412,2088,0,0,832,75,0.059023415,46.60095373,52.17609441,0.893147605,0.9,0.8,0.666666667,0.566666667,0.366666667,129.4365761,143.0460151,0.904859713,20
1521,2023-09-19_14:41:15.935286,54,63,46880,41057,18532,10738,7269,8684,5395,4855,0,0,806,76,0.059102235,46.69470586,49.27334035,0.947666741,0.9,0.8,0.666666667,0.566666667,0.366666667,130.9555443,142.3036956,0.920253994,20
1522,2023-09-19_14:41:16.952333,51,54,56060,61666,15255,8381,3375,12126,6862,1150,0,0,772,76,0.054999427,43.24421606,47.73778956,0.905869678,0.9,0.8,0.666666667,0.533333333,0.333333333,129.8575114,134.1462317,0.968029513,20
1523,2023-09-19_14:41:17.970290,57,51,20235,10129,17426,15257,10202,19029,2801,1054,0,0,870,75,0.057833858,45.58464654,49.68729804,0.917430578,0.9,0.8,0.666666667,0.533333333,0.333333333,128.7839321,131.7206682,0.977704819,20
1524,2023-09-19_14:41:18.988156,54,35,126024,506064,6897,29923,35795,29477,8334,8715,0,0,872,75,0.059747758,47.34014036,48.42341981,0.977629018,0.866666667,0.766666667,0.633333333,0.5,0.3,128.3199601,133.8501878,0.958683452,20
1525,2023-09-19_14:41:20.006082,35,46,16070,20547,8554,3859,5390,5288,1628,0,0,0,715,81,0.08205348350866055,60.51354980482977,59.3268128519521,,0.5944230463655414,0.4953421929134123,0.39187225662116637,0.31167420353195846,0.2465619580664646,52.855361134044635,73.08798822109557,0.4848569696674791,20
1526,2023-09-19_14:41:21.024319,51,62,91871,245971,47502,42080,22226,25643,18106,34546,0,0,802,104,0.11888472987075895,84.287046274186,85.85064806451126,,0.8091974792875434,0.6801465384086031,0.5400212391902641,0.43339581930841603,0.3460228619453942,125.38088279827508,112.623965313193,1.0180310497409213,20
1527,2023-09-19_14:41:22.040163,62,74,144702,403086,74648,68719,33961,39831,29591,65187,0,0,862,121,0.14455517334478862,100.85656964292717,104.33708769906958,,0.958889805357307,0.8089504745597083,0.6432773181561012,0.5182326946787963,0.415344586380095,175.92932978816594,140.1795374259418,1.389639844886872,20
1528,2023-09-19_14:41:23.052009,29,40,0,0,0,0,0,0,0,0,0,0,684,72,0.06885037556629925,51.99132829306303,49.81866165028121,,0.5174316246457833,0.4290943201750806,0.3387644418820031,0.2680399584071721,0.21090763789907307,26.856721780523102,58.915299954676925,0.29372700186592837,20
1529,2023-09-19_14:41:24.071588,26,37,0,0,0,0,0,0,0,0,0,0,668,68,0.061944988278979554,47.53410198362246,44.845782028258725,,0.4771641673851707,0.39444587071785125,0.3109884038189863,0.24521871337214868,0.19225999142850286,13.25911472745912,51.50281027351105,0.193763685982698,20
1530,2023-09-19_14:41:25.096229,65,77,156951,439514,80942,74895,36682,43120,32254,72291,0,0,876,124,0.15050699273802912,104.69829565839693,108.62326023988477,,0.9935967121632859,0.8388143047613732,0.6672177512024016,0.5379025441927788,0.4314171713465658,187.6492374476107,146.56843322583,1.4757991835787028,20
1531,2023-09-19_14:41:26.114977,66,67,39599,31576,8985,47050,7730,11862,6501,3383,0,0,874,72,0.090337148,73.03457324,113.5137847,0.643398275,0.933333333,0.833333333,0.7,0.566666667,0.4,129.5517309,134.3085268,0.964583069,20
1532,2023-09-19_14:41:27.134743,48,63,268147,669915,69487,149347,22094,24095,7538,3213,0,0,892,72,0.090814591,73.4568959,113.3198099,0.648226431,0.933333333,0.8,0.666666667,0.533333333,0.366666667,128.4586875,131.9199101,0.973762698,20
1533,2023-09-19_14:41:28.154440,38,63,28178,38152,26130,4108,11824,8203,7157,3091,0,0,924,71,0.093809592,76.14211858,113.0315794,0.673635802,0.933333333,0.8,0.666666667,0.5,0.366666667,127.4923725,130.5291539,0.976734842,20
1534,2023-09-19_14:41:29.172001,30,69,2016,8575,12065,30630,13212,4620,4666,2837,0,0,812,70,0.092659792,75.91307895,113.0193758,0.671681987,0.9,0.766666667,0.633333333,0.466666667,0.333333333,125.6611871,131.0619875,0.958792015,20
1535,2023-09-19_14:41:30.188136,45,56,62755,159385,32542,27399,15759,17825,11777,17660,0,0,768,95,0.1047376812133254,75.15553853201504,75.66272274575358,,0.7267016461829926,0.6091623517177057,0.48311654353187666,0.38664199501147284,0.30781947798021003,97.52350122061935,97.43801732375292,0.8132364690871587,20
1536,2023-09-19_14:41:31.209610,51,63,94025,252379,48609,43166,22705,26222,18574,35796,0,0,804,105,0.1199316575544592,84.96280759237293,86.60458772457412,,0.8153024396618535,0.6853995994498966,0.5442323720321661,0.4368557546037971,0.34885003680374643,127.44241977855009,113.74777493160573,1.033186515813737,20
1537,2023-09-19_14:41:32.225118,43,55,55813,138740,28975,23899,14217,15961,10267,13634,0,0,761,93,0.10136462409911598,72.9783284368901,73.23363277740792,,0.7070323028815031,0.592237710987903,0.469548852264936,0.3754945589999033,0.29871070913442477,90.88151239389792,93.81725718203388,0.7644076402654852,20
1538,2023-09-19_14:41:33.244670,71,84,188606,533654,97207,90857,43713,51621,39136,90650,0,0,912,134,0.1658880938672599,114.6263483176973,119.69988218551748,,1.083288688380142,0.9159904692396932,0.7290862652539067,0.5887347224868504,0.4729530511244707,217.93662908786985,163.07905727362981,1.6984580739260386,20
1539,2023-09-19_14:41:34.256501,72,84,192096,544032,99000,92616,44488,52558,39894,92674,0,0,916,135,0.16758368146519773,115.72080071218758,120.92095099198727,,1.0931761861106406,0.9244982442192856,0.7359065497216563,0.5943383792320619,0.4775318990254841,221.2754619326467,164.89916164291066,1.7230036282313845,20
1540,2023-09-19_14:41:35.272723,64,76,154225,431407,79541,73521,36076,42388,31661,70710,0,0,873,124,0.14918243520066482,103.84333235825747,107.66938684919884,,0.9858728059135988,0.8321682090426243,0.6618898877468579,0.5335250848461198,0.42784027121642326,185.04101112186544,145.1466057932322,1.4566247103733838,20
1541,2023-09-19_14:41:36.294010,20,30,0,0,0,0,0,0,0,0,0,0,633,58,0.04697949656875954,37.87431309574988,34.068459097224995,,0.3898957387291957,0.31935506674856246,0.25079162555310286,0.19576006041350963,0.15184644370716238,0.0,35.438316240094295,0.0,20
1542,2023-09-19_14:41:37.311925,49,60,81946,216458,42403,37076,20022,22979,15949,28791,0,0,790,101,0.1140626919576508,81.17456128860195,82.37808192491929,,0.7810786790673601,0.6559514961956961,0.5206252077957978,0.4174597241692935,0.3330011942923075,115.88566203667878,107.44781736002318,0.9482265798317413,20
1543,2023-09-19_14:41:38.325828,25,36,0,0,0,0,0,0,0,0,0,0,663,66,0.05976573524888929,46.1274576439946,43.27640401459297,,0.4644562663510955,0.3835112575924947,0.30222263694825846,0.23801661661439955,0.18637502967557334,8.96788164531462,49.163522131359144,0.16221652577686452,20
1544,2023-09-19_14:41:39.343570,8,53,197305,201303,68285,28032,13938,6339,3817,5915,0,0,848,70,0.102289111,86.25017874,143.1150972,0.602663035,0.833333333,0.766666667,0.666666667,0.466666667,0.366666667,122.2175736,126.9912763,0.962409207,20
1545,2023-09-19_14:41:40.354462,8,38,28277,34864,9411,9329,7892,4546,3401,1776,0,0,846,69,0.10159456,85.99640819,143.1401532,0.60078466,0.833333333,0.766666667,0.7,0.466666667,0.366666667,119.6090838,125.1987111,0.955353955,20
1546,2023-09-19_14:41:41.371363,26,53,9839,12000,7318,11533,6337,10445,4821,1513,0,0,808,69,0.10155038,85.96578131,143.1748389,0.6004252,0.833333333,0.766666667,0.733333333,0.466666667,0.366666667,119.3162081,123.2701038,0.967924942,20
1547,2023-09-19_14:41:42.389469,37,54,9990,3424,11042,30215,14073,11288,5888,1518,0,0,814,69,0.100335691,85.0779773,142.0179688,0.599064879,0.8,0.733333333,0.7,0.466666667,0.366666667,120.1389769,123.4704874,0.973017759,20
1548,2023-09-19_14:41:43.414912,53,51,57338,69589,11159,11465,19237,11154,6616,1779,0,0,808,69,0.100807452,85.26966375,142.0218536,0.600398189,0.766666667,0.7,0.666666667,0.433333333,0.333333333,119.962944,124.7971635,0.961263386,20
1549,2023-09-19_14:41:44.436651,40,37,42029,267990,2059,2327,2406,970,463,392,0,0,804,71,0.10133498,85.44565524,141.3950202,0.604304559,0.8,0.733333333,0.733333333,0.433333333,0.333333333,116.6065682,123.3619684,0.945239199,20
1550,2023-09-19_14:41:45.453560,24,47,10882,9829,14308,35401,5179,4976,2642,2706,0,0,762,70,0.101575642,85.62826636,141.2544781,0.606198596,0.8,0.733333333,0.733333333,0.433333333,0.3,116.0955339,120.5932133,0.962703711,20
1551,2023-09-19_14:41:46.471296,14,48,25632,2979,8232,46330,10225,5909,2039,4315,0,0,750,73,0.103709503,87.17820829,134.5429043,0.647958424,0.8,0.7,0.7,0.4,0.266666667,117.1716606,121.7455263,0.962430934,20
1552,2023-09-19_14:41:47.491079,3,47,168899,176951,22204,19205,8571,8784,5174,1897,0,0,822,73,0.087089747,73.88113577,105.106186,0.702919006,0.8,0.7,0.7,0.4,0.266666667,116.2988867,122.8757963,0.946475142,20
1553,2023-09-19_14:41:48.507761,23,70,33120,27580,93587,6452,4116,25642,4267,2432,0,0,930,73,0.077946066,65.90080087,98.07386379,0.671950694,0.8,0.7,0.7,0.4,0.233333333,113.5238414,123.3117208,0.920624907,20
1554,2023-09-19_14:41:49.525981,20,66,27667,20098,32015,36640,13496,4789,4762,2273,0,0,830,72,0.077357622,65.4754916,99.51121926,0.657970951,0.8,0.7,0.7,0.433333333,0.266666667,112.1969327,120.3909229,0.931938472,20
1555,2023-09-19_14:41:50.543719,17,64,15398,129187,15258,6955,3651,2790,802,258,0,0,830,72,0.077477492,65.54079306,99.3551623,0.659661678,0.766666667,0.666666667,0.666666667,0.4,0.266666667,111.5810643,117.8985406,0.946415992,20
1556,2023-09-19_14:41:51.565254,13,80,44374,52135,45811,25005,9613,3299,2943,1377,0,0,848,72,0.077314031,65.33551017,99.3551623,0.657595526,0.766666667,0.633333333,0.633333333,0.4,0.266666667,111.562418,118.2209963,0.943676855,20
1557,2023-09-19_14:41:52.580591,11,81,10273,5122,5083,36742,4222,7603,3259,2720,0,0,904,71,0.07765837,65.65756282,99.72099008,0.658412665,0.766666667,0.666666667,0.666666667,0.433333333,0.3,111.2853801,118.8397671,0.936432163,20
1558,2023-09-19_14:41:53.598212,16,67,45271,357942,10607,17944,30424,6269,3911,3724,0,0,824,71,0.074862364,62.78956035,99.25654673,0.632598679,0.8,0.666666667,0.666666667,0.466666667,0.333333333,108.7625074,121.6846995,0.893805941,20
1559,2023-09-19_14:41:54.611457,50,62,87715,233613,45367,39984,21303,24528,17203,32136,0,0,797,103,0.1168654734151921,82.98367506200397,84.39649077228164,,0.7974225679553342,0.6700147235905746,0.5318990380978201,0.42672248667062707,0.3405699627885328,121.40470381225649,110.45642321631425,0.9888000214845137,3
1560,2023-09-19_14:41:55.632238,37,48,26346,51110,13834,9041,7672,8048,3862,0,0,0,727,84,0.08704695865463224,63.73669252950114,62.92283864504223,,0.6235415503184737,0.5203974380448243,0.41195787238031867,0.3281768724107596,0.2600465832304505,62.6881641382798,78.448163031369,0.557143188036207,3
1561,2023-09-19_14:41:56.657454,69,81,176350,497206,90909,84677,40991,48329,36471,83542,0,0,898,130,0.15993298251898586,110.78249744116266,115.41133895998593,,1.0485625851622749,0.8861101213348426,0.705132590739097,0.5690539935667843,0.45687157640119014,206.21023914015956,156.6866277714739,1.612251080450024,3
1562,2023-09-19_14:41:57.687076,50,62,88731,236635,45889,40497,21529,24800,17424,32725,0,0,798,103,0.11735921600314053,83.3023715176157,84.75205699209991,,0.800301734283118,0.6724921248414539,0.5338850545724314,0.4283542301362671,0.3419032894861438,122.37694728202015,110.98642416862006,0.9959475056487582,3
1563,2023-09-19_14:41:58.704517,34,45,10645,4416,5767,1124,4185,3832,448,0,0,0,709,79,0.07941793237332503,58.81237833225143,57.42883407272053,,0.5790543294081071,0.48211805985540085,0.38127108892322525,0.30296411157632364,0.23944478653329154,47.6656176460354,70.25889337355046,0.44670437666929375,3
1564,2023-09-19_14:41:59.716143,61,73,140737,391295,72611,66720,33080,38766,28729,62887,0,0,857,119,0.14262868598044026,99.61307817635208,102.94973759723769,,0.9476558593989888,0.7992841376409685,0.6355282688799918,0.5118659496477969,0.4101422054265523,172.13582522670504,138.11157698940684,1.361751754482293,3
1565,2023-09-19_14:42:00.739664,47,61,5830,102132,7860,1137,6151,3069,804,591,0,0,822,72,0.074555389,62.53208954,98.13150923,0.637227431,0.833333333,0.633333333,0.6,0.4,0.266666667,101.4483727,114.4056023,0.886743049,3
1566,2023-09-19_14:42:01.752892,60,40,15802,18145,4492,4305,21994,11978,15307,3893,0,0,778,72,0.073492771,61.27827239,89.08035892,0.687898804,0.833333333,0.633333333,0.6,0.4,0.266666667,100.9582262,114.8804407,0.878811272,3
1567,2023-09-19_14:42:02.772738,69,40,21328,467392,14573,6167,12218,20441,9976,4012,0,0,840,72,0.043769352,36.34898745,41.08191984,0.884792814,0.833333333,0.6,0.566666667,0.366666667,0.233333333,99.09552718,119.3690861,0.830160726,3
1568,2023-09-19_14:42:03.798310,66,38,43159,20727,25637,29049,18345,8269,11009,3804,0,0,766,73,0.045877691,37.97449436,42.90968864,0.884986481,0.833333333,0.6,0.566666667,0.366666667,0.233333333,98.23431828,114.7421618,0.85613097,3
1569,2023-09-19_14:42:04.813062,56,38,294034,1047762,148990,44141,35574,34900,31698,7948,0,0,728,74,0.049479214,40.70490006,43.02525321,0.946069971,0.833333333,0.6,0.566666667,0.366666667,0.233333333,97.13357702,113.3631876,0.856835266,3
1570,2023-09-19_14:42:05.836908,38,34,412232,1060317,26264,24877,13247,30831,10763,5971,0,0,670,77,0.064109862,52.16405744,43.28573867,1.205109559,0.833333333,0.566666667,0.533333333,0.4,0.233333333,96.02853239,117.5512525,0.816907777,3
1571,2023-09-19_14:42:06.853730,35,37,8072,5580,16701,13032,15038,11609,17183,5816,0,0,600,79,0.080276309,64.74551894,45.1816258,1.433005515,0.866666667,0.6,0.566666667,0.433333333,0.266666667,94.89780284,112.7849323,0.841404973,3
1572,2023-09-19_14:42:07.883687,37,53,9734,17663,26344,77247,9708,9723,4814,3485,0,0,772,78,0.083202332,67.18865645,75.88194097,0.885436714,0.9,0.633333333,0.6,0.5,0.333333333,93.17289382,115.4655686,0.806932274,3
1573,2023-09-19_14:42:08.913656,34,84,10362,10193,48697,31855,5135,4465,2145,3106,0,0,714,79,0.086083296,69.25688093,76.24461541,0.908351108,0.9,0.633333333,0.6,0.533333333,0.366666667,92.92318513,116.0524315,0.800700028,3
1574,2023-09-19_14:42:09.923636,34,97,5698,7714,15459,17662,6340,4065,3015,966,0,0,780,80,0.085654318,68.96314636,77.19120908,0.893406739,0.9,0.633333333,0.6,0.533333333,0.4,91.87566285,111.8867703,0.821148583,3
1575,2023-09-19_14:42:10.950840,17,100,35043,7137,20321,18754,2529,4912,1406,2650,0,0,784,80,0.0847506,68.26943354,75.77280014,0.900975461,0.9,0.633333333,0.566666667,0.5,0.366666667,89.55296724,112.3976406,0.796751309,3
1576,2023-09-19_14:42:11.970784,13,91,20976,38132,26431,10118,2533,3158,2414,1481,0,0,602,81,0.096001735,76.49418279,82.05801144,0.932196399,0.9,0.633333333,0.566666667,0.5,0.4,89.96185817,113.2774382,0.794172781,3
1577,2023-09-19_14:42:12.984105,30,75,9325,11816,6363,9643,7169,7436,3431,1420,0,0,558,91,0.130220215,99.78340989,80.27624718,1.243000431,0.866666667,0.6,0.533333333,0.466666667,0.333333333,87.95705869,115.9345758,0.758678402,3
1578,2023-09-19_14:42:14.023231,38,70,10289,3019,6399,27858,6229,8974,2531,857,0,0,516,110,0.155311872,114.174934,78.1933942,1.460160864,0.8,0.566666667,0.5,0.433333333,0.266666667,86.10669153,110.1087214,0.78201518,3
1579,2023-09-19_14:42:15.039591,44,78,6552,19119,10358,20313,3073,5362,3230,1387,0,0,810,109,0.154953093,113.8388725,95.36572073,1.193708511,0.8,0.6,0.533333333,0.466666667,0.3,85.58506052,114.0902138,0.750152512,3
1580,2023-09-19_14:42:16.066314,64,69,10323,5783,4854,6894,7222,8376,2706,1546,0,0,828,108,0.155126495,113.9972904,95.2615275,1.19667712,0.833333333,0.6,0.533333333,0.466666667,0.3,85.52620604,115.4377035,0.74088624,3
1581,2023-09-19_14:42:17.084648,0,4,0,0,0,0,0,0,0,0,0,0,499,22,0.0,0.8804345617159584,0.0,,0.05568577958523857,0.031781485865200576,0.020257363453022037,0.006349357835330693,0.0,0.0,0.0,0.0,3
1582,2023-09-19_14:42:18.105777,45,56,62084,157389,32197,27061,15610,17645,11631,17271,0,0,768,95,0.10441153756486347,74.94502230894226,75.42785205193073,,0.7247998013075609,0.6075258943765977,0.48180467237726027,0.3855641403150631,0.30693874367783314,96.8812818938654,97.08792306716559,0.8085151697308757,3
1583,2023-09-19_14:42:19.123572,81,93,232290,663564,119652,112883,53416,63351,48632,115985,0,0,961,148,0.1871136935321363,128.326854505622,134.98539010083687,,1.207061750161306,1.0224919711233493,0.8144635279144059,0.6588820713338798,0.5302717013619871,259.732599639532,185.86337507451063,2.005722711784547,3
1584,2023-09-19_14:42:20.154954,30,41,0,0,0,0,146,0,0,0,0,0,688,73,0.0705827068565294,53.10949767042145,51.06619124034439,,0.5275333862542391,0.437786460189144,0.34573252315726266,0.27376504741539853,0.2155857102686617,30.26790774159611,60.77484631738005,0.31880446280684777,3
1585,2023-09-19_14:42:21.191327,36,47,20173,32752,10662,5928,6301,6390,2520,0,0,0,720,82,0.08404757640150803,61.80067867040252,60.7628487321511,,0.606051221150738,0.5053477471185646,0.39989324049771613,0.31826437445746714,0.25194690430453864,56.78198978730477,75.22851884979191,0.5137237268027751,3
1586,2023-09-19_14:42:22.222402,60,72,135596,376006,69969,64127,31938,37385,27612,59905,0,0,851,118,0.1401305149148981,98.00058153633528,101.15069237830069,,0.9330882482823551,0.7867493223875365,0.625479694959765,0.503609877735533,0.4033960217709618,167.21660099101967,135.4299508220922,1.3255878938667256,3
1587,2023-09-19_14:42:23.240877,26,69,6358,57197,17518,15618,9981,16471,4365,3298,0,0,752,74,0.150449524,109.4470141,95.6242647,1.144552739,0.8,0.6,0.5,0.433333333,0.3,77.54688533,111.2966837,0.696758275,3
1588,2023-09-19_14:42:24.269124,38,57,12544,17989,15729,19085,15288,12200,8348,6047,0,0,610,78,0.152187605,109.1489502,96.21025825,1.134483497,0.8,0.633333333,0.533333333,0.466666667,0.333333333,76.15305677,105.9160138,0.718994739,3
1589,2023-09-19_14:42:25.287425,61,44,15581,10241,12583,4446,13265,19910,5556,4090,0,0,678,79,0.152827072,109.3528641,97.00053324,1.127342917,0.8,0.633333333,0.533333333,0.5,0.366666667,75.82511858,111.2290257,0.681702623,3
1590,2023-09-19_14:42:26.316906,75,60,30100,3587,47120,9967,17124,13239,7238,1739,0,0,822,80,0.153931415,110.7895703,98.97474425,1.11937213,0.8,0.633333333,0.533333333,0.5,0.4,75.11031068,106.7304382,0.703738427,3
1591,2023-09-19_14:42:27.342323,66,44,25583,7636,4371,3073,10617,6606,2331,774,0,0,890,80,0.154316302,112.5583108,82.27204662,1.368123384,0.8,0.633333333,0.533333333,0.5,0.4,73.65480601,105.5197459,0.698019176,3
1592,2023-09-19_14:42:28.360713,63,44,20859,2129784,20061,14053,3892,10351,2592,1349,0,0,892,79,0.153575908,111.9568369,78.53661566,1.425536815,0.766666667,0.6,0.5,0.466666667,0.366666667,72.36663948,104.352656,0.69348153,3
1593,2023-09-19_14:42:29.386084,53,51,2724,2793,4708,2934,4249,2225,1447,546,0,0,832,78,0.154905256,113.2357423,78.58840838,1.440870793,0.766666667,0.6,0.5,0.466666667,0.366666667,71.58279928,106.8745858,0.669783174,3
1594,2023-09-19_14:42:30.405275,43,48,61386,16958,43757,3644,2837,5167,6148,2034,0,0,882,77,0.157979102,116.3674067,78.18016328,1.488451824,0.766666667,0.6,0.5,0.466666667,0.366666667,71.32940965,109.5973494,0.650831521,3
1595,2023-09-19_14:42:31.419931,41,63,12311,9671,1534,21416,9167,5715,2067,1078,0,0,764,75,0.159839559,118.0042184,80.35610399,1.468515925,0.766666667,0.566666667,0.5,0.466666667,0.366666667,71.01014,105.6698926,0.671999737,3
1596,2023-09-19_14:42:32.441099,37,63,25204,13450,9715,29246,8384,7092,4845,1691,0,0,934,72,0.165367129,122.9118745,79.44462396,1.54713898,0.766666667,0.6,0.533333333,0.5,0.4,70.25858876,105.2724054,0.667397962,3
1597,2023-09-19_14:42:33.452685,40,60,17098,19655,7148,13411,2961,11274,2587,1496,0,0,766,72,0.160434552,120.1226965,84.95840767,1.413900046,0.766666667,0.6,0.533333333,0.5,0.4,68.62894227,102.8280273,0.667414752,3
1598,2023-09-19_14:42:34.485921,47,47,25705,5630,2676,2507,14467,3351,1515,1743,0,0,792,71,0.151971127,114.9712235,85.09548389,1.351084901,0.766666667,0.6,0.5,0.466666667,0.4,67.96683636,105.5951485,0.643654915,3
1599,2023-09-19_14:42:35.501377,40,41,33067,1230,11588,12731,3348,4684,1883,1661,0,0,840,71,0.143309057,109.7651837,85.56102883,1.282887609,0.8,0.633333333,0.533333333,0.5,0.4,68.4689112,110.0023833,0.622431162,3
1600,2023-09-19_14:42:36.527490,43,34,35514,5210,5772,10755,7616,7140,834,571,0,0,910,70,0.135851672,105.6473168,86.54279388,1.220752325,0.833333333,0.666666667,0.566666667,0.533333333,0.433333333,68.60768565,111.0800214,0.617641992,3
1601,2023-09-19_14:42:37.552733,27,48,4072,16425,50506,10846,8786,3950,2116,742,0,0,848,70,0.113385328,90.58731822,86.86414283,1.042862052,0.866666667,0.7,0.6,0.566666667,0.466666667,67.79308504,104.8738162,0.646425271,3
1602,2023-09-19_14:42:38.576450,29,66,15194,15441,11428,19946,7277,6510,3518,1477,0,0,822,71,0.091250074,73.8334763,67.73579505,1.09002155,0.866666667,0.7,0.566666667,0.533333333,0.466666667,66.55072816,102.3761676,0.650060748,3
1603,2023-09-19_14:42:39.601949,24,57,78548,47188,3957,17875,12458,4240,1085,1919,0,0,600,77,0.113568139,90.23367196,79.16808831,1.139773283,0.833333333,0.7,0.566666667,0.533333333,0.466666667,65.85529502,101.8760059,0.646425961,3
1604,2023-09-19_14:42:40.628039,17,60,46687,57627,22209,6952,27986,5295,3008,2121,0,0,876,77,0.114691375,91.37079524,94.09826119,0.971014704,0.833333333,0.733333333,0.6,0.566666667,0.5,65.04578635,102.1000388,0.637078958,3
1605,2023-09-19_14:42:41.654319,38,44,4968,13195,12579,6281,11798,12538,4134,1126,0,0,912,76,0.116831076,93.59726967,94.1920269,0.993685695,0.833333333,0.733333333,0.6,0.566666667,0.5,64.54249997,103.4552292,0.623868899,3
1606,2023-09-19_14:42:42.675638,43,41,11842,29798,16080,9937,11477,8035,2419,1644,0,0,922,75,0.119355978,96.08156257,93.88694595,1.023375099,0.833333333,0.7,0.6,0.566666667,0.5,64.29384402,105.80533,0.607661675,3
1607,2023-09-19_14:42:43.687296,61,48,22387,24518,13260,6965,9540,12740,3854,1449,0,0,830,75,0.120616565,97.241075,94.91266403,1.024532142,0.866666667,0.7,0.6,0.566666667,0.533333333,65.44041036,111.4856412,0.586985101,3
1608,2023-09-19_14:42:44.710998,69,51,20068,19229,3283,15505,5743,6845,4213,2911,0,0,866,75,0.121055401,97.73206002,94.25570503,1.036882171,0.866666667,0.7,0.633333333,0.566666667,0.533333333,65.36188033,107.2369691,0.609508837,3
1609,2023-09-19_14:42:45.735799,54,57,14110,12440,16625,9925,3478,3876,2532,2072,0,0,860,75,0.120651369,97.8,94.26155833,1.037538544,0.833333333,0.666666667,0.6,0.533333333,0.5,64.72125202,104.4496576,0.619640634,3
1610,2023-09-19_14:42:46.757627,48,66,5164,11273,25874,8860,9213,3874,3832,2153,0,0,876,74,0.120450859,98.08714946,94.28204202,1.040358772,0.866666667,0.666666667,0.6,0.533333333,0.5,63.7913862,102.2039177,0.624157935,3
1611,2023-09-19_14:42:47.775946,38,63,21398,13623,3264,6195,5584,3495,8625,3181,0,0,962,71,0.1227803,100.8435532,94.88359474,1.062813371,0.866666667,0.7,0.633333333,0.566666667,0.533333333,63.42471812,102.288064,0.620059815,3
1612,2023-09-19_14:42:48.792686,53,54,12781,13858,5287,3022,4785,16923,7353,3993,0,0,866,67,0.118487868,98.0210635,95.4510165,1.026925297,0.866666667,0.7,0.633333333,0.566666667,0.533333333,62.71387437,103.465343,0.606134118,3
1613,2023-09-19_14:42:49.811614,53,53,19746,11345,23597,10448,11467,6471,4290,2026,0,0,872,67,0.107156383,89.58273643,94.61865384,0.946776696,0.833333333,0.666666667,0.6,0.533333333,0.5,62.5148094,107.3246684,0.582483136,3
1614,2023-09-19_14:42:50.830938,80,53,11785,19306,23718,7589,3976,11828,2496,1778,0,0,912,67,0.096007435,81.77913344,91.90774985,0.88979584,0.833333333,0.666666667,0.6,0.533333333,0.5,63.24350888,112.857384,0.560384325,3
